pack_player_id,player_name,position,nfl_team,fbg_id,cbs_id,fantasypros_id,gsis_id,model_id,source_as_of,exported_at,scoring_fingerprint,authority,fbg_points,cbs_points,fantasypros_points,raw_consensus_points,mean_reversion_delta,within_position_delta,season_context_delta,durability_delta,availability_delta,modified_projection_points,uncertainty_low,uncertainty_high,fallback_reason,wk1,wk2,wk3,wk4,wk5,wk6,wk7,wk8,wk9,wk10,wk11,wk12,wk13,wk14,wk15,wk16,wk17,wk18
fbg:WashMi00,Mike Washington Jr.,RB,LV,WashMi00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,57,89,77.4,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:SaubEr00,Eric Saubert,TE,SEA,SaubEr00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,11.3,0,8.6,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:ConkTy00,Tyler Conklin,TE,DET,ConkTy00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,11.1,19.9,9.3,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:HolaGe01,George Holani,RB,SEA,HolaGe01,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,56.1,22.7,41,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:BateJo00,John Bates,TE,WAS,BateJo00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,10.7,52.4,43.5,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbs:2864800,Stone Smartt,TE,PHI,,2864800,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,,10.5,,10.5,,,,,,,,,Document the explicit fallback used,,,,,,,,,,,,,,,,,,
fbg:WoerCh00,Charlie Woerner,TE,ATL,WoerCh00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,10.5,53.1,30.8,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:AdkiNa00,Nate Adkins,TE,DEN,AdkiNa00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,10.1,44.4,31.5,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:SlayDa00,Darius Slayton,WR,NYG,SlayDa00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,64.3,117.9,100.5,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:FranTr00,Troy Franklin,WR,DEN,FranTr00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,64.3,140.8,96.4,100.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbs:2866424,Tylan Wallace,WR,CLE,,2866424,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,,63.9,,63.9,,,,,,,,,Document the explicit fallback used,,,,,,,,,,,,,,,,,,
